sms_id,SMS_texte,SMS_profondeur_arbre_max,SMS_profondeur_arbre_moy,SMS_distance_dependance_max,SMS_distance_dependance_moy,SMS_distance_dependance_var,SMS_nb_dependances_moy_phrase,SMS_nb_dependances_var_phrase,SMS_nb_phrases,SMS_nb_tokens,Transcodage_1_texte,Transcodage_1_profondeur_arbre_max,Transcodage_1_profondeur_arbre_moy,Transcodage_1_distance_dependance_max,Transcodage_1_distance_dependance_moy,Transcodage_1_distance_dependance_var,Transcodage_1_nb_dependances_moy_phrase,Transcodage_1_nb_dependances_var_phrase,Transcodage_1_nb_phrases,Transcodage_1_nb_tokens,Transcodage_2_texte,Transcodage_2_profondeur_arbre_max,Transcodage_2_profondeur_arbre_moy,Transcodage_2_distance_dependance_max,Transcodage_2_distance_dependance_moy,Transcodage_2_distance_dependance_var,Transcodage_2_nb_dependances_moy_phrase,Transcodage_2_nb_dependances_var_phrase,Transcodage_2_nb_phrases,Transcodage_2_nb_tokens,divergence_score
556,Ok,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,OK,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,O.K.,3.0,3.0,3.0,2.0,0.6666666666666666,3.0,0.0,1.0,4.0,7.0
557,Merci c'est gentil !!! Ça va ça te plait ? Raconte moi un peu ta vie la bas ... Bisous,4.0,2.75,7.0,2.3636363636363638,3.0495867768595044,5.5,13.25,4.0,26.0,Merci c'est gentil !!! Ça va ça te plaît ? Raconte-moi un peu ta vie là-bas ... Bisous,3.0,2.5,9.0,2.5833333333333335,4.326388888888888,6.0,18.5,4.0,28.0,Merci c'est gentil !!! Ça va ça te plaît ? Raconte-moi un peu ta vie là-bas... Bisous,3.0,2.5,9.0,2.5833333333333335,4.326388888888888,6.0,18.5,4.0,28.0,3.2196969696969697
558,Courage amour languie de te voir et ke tu me remonte le moral !,5.0,5.0,11.0,2.923076923076923,6.840236686390532,13.0,0.0,1.0,14.0,Courage amour languis de te voir et que tu me remontes le moral !,5.0,5.0,11.0,2.923076923076923,6.840236686390532,13.0,0.0,1.0,14.0,Courage amour languis de te voir et que tu me remontes le moral !,5.0,5.0,11.0,2.923076923076923,6.840236686390532,13.0,0.0,1.0,14.0,0.0
559,Tu nou rejoin direct laba vers 9h ou tu veu quon mange ens laba qd mm?,5.0,5.0,14.0,2.75,10.8125,16.0,0.0,1.0,17.0,Tu nous rejoins directement là-bas vers 9h ou tu veux qu'on mange ensemble là-bas quand même ?,5.0,5.0,20.0,3.3181818181818183,16.853305785123965,22.0,0.0,1.0,23.0,Tu nous rejoins direct là-bas vers 9h ou tu veux qu'on mange ensemble là-bas quand même ?,5.0,5.0,20.0,3.409090909090909,17.15082644628099,22.0,0.0,1.0,23.0,6.659090909090909
560,Le meilleur relay de la région niveau chiffre? Chacun?:o que tu peux dépenser ou?^^,5.0,4.0,6.0,2.1052631578947367,2.3047091412742384,9.5,2.25,2.0,21.0,Le meilleur Relay de la région niveau chiffres ? Chacun ? :o que tu peux dépenser où ? ^^,4.0,2.75,6.0,2.0588235294117645,2.5259515570934257,4.25,10.6875,4.0,21.0,Le meilleur Relay de la région niveau chiffre ? Chacun ? :o que tu peux dépenser où ? ^^,4.0,2.75,6.0,2.0588235294117645,2.5259515570934257,4.25,10.6875,4.0,21.0,3.0464396284829722
561,Ha oui?.. J'ai achete un parapluie l'autre jour..jpourrai etre avec toi :). Pfou je viens d'imprimer NOTRE calendrier.. <3,4.0,3.25,15.0,3.0,9.375,8.0,41.5,4.0,36.0,Ha oui ?.. J'ai acheté un parapluie l'autre jour.. je pourrai être avec toi :). Pfou je viens d'imprimer NOTRE calendrier.. <3,4.0,3.2,8.0,2.625,4.359375,6.4,12.639999999999999,5.0,37.0,Ah oui ? … J'ai acheté un parapluie l'autre jour.. je pourrai être avec toi :) . Pfou je viens d'imprimer NOTRE calendrier.. <3,4.0,2.6666666666666665,8.0,2.6666666666666665,4.555555555555555,5.0,17.666666666666668,6.0,36.0,9.375
562,"Je te fais, enfin, le bracelet rouge! Lol",3.0,2.0,7.0,2.4444444444444446,4.0246913580246915,4.5,20.25,2.0,11.0,"Je te fais, enfin, le bracelet rouge ! Lol",3.0,2.0,7.0,2.4444444444444446,4.0246913580246915,4.5,20.25,2.0,11.0,"Je te fais, enfin, le bracelet rouge ! Lol",3.0,2.0,7.0,2.4444444444444446,4.0246913580246915,4.5,20.25,2.0,11.0,0.0
563,Classe:d,3.0,3.0,2.0,1.5,0.25,2.0,0.0,1.0,3.0,Classe :d,3.0,3.0,2.0,1.5,0.25,2.0,0.0,1.0,3.0,Classe :d,3.0,3.0,2.0,1.5,0.25,2.0,0.0,1.0,3.0,0.0
564,Pas avant 11h la plage par contre si? Est-ce qu'il fait encore chaud le matin?,5.0,4.0,11.0,2.526315789473684,5.7229916897506925,9.5,2.25,2.0,21.0,Pas avant 11h la plage par contre si ? Est-ce qu'il fait encore chaud le matin ?,5.0,4.0,11.0,2.526315789473684,5.7229916897506925,9.5,2.25,2.0,21.0,Pas avant 11h la plage par contre si ? Est-ce qu'il fait encore chaud le matin ?,5.0,4.0,11.0,2.526315789473684,5.7229916897506925,9.5,2.25,2.0,21.0,0.0
565,Adjugé!,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,Adjugé !,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,Adjugé !,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0
566,Quoique le temps est bien pourri quand meme^^',4.0,4.0,5.0,1.9,1.69,10.0,0.0,1.0,11.0,Quoique le temps est bien pourri quand même ^^',4.0,4.0,5.0,1.9,1.69,10.0,0.0,1.0,11.0,Quoique le temps est bien pourri quand même ^^',4.0,4.0,5.0,1.9,1.69,10.0,0.0,1.0,11.0,0.0
567,Oui oui^^ a part si ta envie de faire autre chose^^ (comme aller a la plage par exemple*.*),7.0,7.0,18.0,3.1923076923076925,16.616863905325438,26.0,0.0,1.0,27.0,Oui oui ^^ à part si t'as envie de faire autre chose ^^ (comme aller à la plage par exemple *.*),7.0,7.0,19.0,3.25,16.258928571428573,28.0,0.0,1.0,29.0,Oui oui ^^ à part si tu as envie de faire autre chose ^^ (comme aller à la plage par exemple *.* ),7.0,7.0,19.0,3.2962962962962963,16.28257887517147,27.0,0.0,1.0,28.0,1.1039886039886038
568,Ben ca te va toi com heure ou ca te dit trop tot?,5.0,5.0,10.0,2.6923076923076925,6.21301775147929,13.0,0.0,1.0,14.0,Ben ça te va toi comme heure ou ça te dit trop tôt ?,4.0,4.0,10.0,2.8461538461538463,6.745562130177515,13.0,0.0,1.0,14.0,Ben ça te va toi comme heure ou ça te dit trop tôt ?,4.0,4.0,10.0,2.8461538461538463,6.745562130177515,13.0,0.0,1.0,14.0,1.1538461538461537
569,Tu veux que je regarde les autres cinémas?,4.0,4.0,7.0,2.5,3.5,8.0,0.0,1.0,9.0,Tu veux que je regarde les autres cinémas ?,4.0,4.0,7.0,2.5,3.5,8.0,0.0,1.0,9.0,Tu veux que je regarde les autres cinémas ?,4.0,4.0,7.0,2.5,3.5,8.0,0.0,1.0,9.0,0.0
570,Ou tu préfères faire autre chose peut-etre?,4.0,4.0,7.0,2.7777777777777777,4.839506172839506,9.0,0.0,1.0,10.0,Ou tu préfères faire autre chose peut-être ?,4.0,4.0,7.0,2.7777777777777777,4.839506172839506,9.0,0.0,1.0,10.0,Ou tu préfères faire autre chose peut-être ?,4.0,4.0,7.0,2.7777777777777777,4.839506172839506,9.0,0.0,1.0,10.0,0.0
571,En vo au comédie oui^^,4.0,4.0,3.0,1.5,0.5833333333333334,6.0,0.0,1.0,7.0,En version originale au comédie oui ^^,4.0,4.0,4.0,1.7142857142857142,1.3469387755102038,7.0,0.0,1.0,8.0,En version originale au Comédie oui ^^,4.0,4.0,4.0,1.7142857142857142,1.3469387755102038,7.0,0.0,1.0,8.0,1.2142857142857142
572,Ca te va toi ou ca te fait trop tot? En vo?,4.0,3.0,8.0,2.3333333333333335,4.222222222222222,6.0,16.0,2.0,14.0,Ça te va toi ou ça te fait trop tôt ? En version originale ?,4.0,3.0,8.0,2.3076923076923075,3.905325443786982,6.5,12.25,2.0,15.0,Ça te va toi ou ça te fait trop tôt ? En version originale ?,4.0,3.0,8.0,2.3076923076923075,3.905325443786982,6.5,12.25,2.0,15.0,0.025641025641025994
573,Alors pour le film demain la seule séance possible serait treize heures cinq..,3.0,3.0,11.0,3.2857142857142856,9.204081632653063,14.0,0.0,1.0,15.0,Alors pour le film demain la seule séance possible serait treize heures cinq..,3.0,3.0,11.0,3.2857142857142856,9.204081632653063,14.0,0.0,1.0,15.0,Alors pour le film demain la seule séance possible serait treize heures cinq..,3.0,3.0,11.0,3.2857142857142856,9.204081632653063,14.0,0.0,1.0,15.0,0.0
574,Mm. A lire ça doit encore etre autre chose oui..,4.0,3.0,7.0,2.0,3.272727272727273,5.5,20.25,2.0,13.0,Mmm. À lire ça doit encore être autre chose oui..,4.0,3.0,7.0,2.0,3.272727272727273,5.5,20.25,2.0,13.0,Mmm. À lire ça doit encore être autre chose oui..,4.0,3.0,7.0,2.0,3.272727272727273,5.5,20.25,2.0,13.0,0.0
575,Le livre m'avait laissé une impression bizarre si^^,3.0,3.0,5.0,2.090909090909091,1.7190082644628097,11.0,0.0,1.0,12.0,Le livre m'avait laissé une impression bizarre si ^^,3.0,3.0,5.0,2.090909090909091,1.7190082644628097,11.0,0.0,1.0,12.0,Le livre m'avait laissé une impression bizarre si ^^,3.0,3.0,5.0,2.090909090909091,1.7190082644628097,11.0,0.0,1.0,12.0,0.0
576,"Quel genre de réaction?!
Et c juste diffèrent pr le livre ms quand meme très fidèle, a quelques détails près.",4.0,3.5,14.0,2.8636363636363638,8.572314049586778,11.0,36.0,2.0,24.0,"Quel genre de réaction ?! Et c'est juste différent pour le livre mais quand même très fidèle, à quelques détails près.",4.0,3.5,14.0,3.0,8.083333333333334,12.0,49.0,2.0,26.0,"Quel genre de réaction ?!
Et c'est juste diffèrent pour le livre mais quand même très fidèle, à quelques détails près.",4.0,3.5,14.0,3.0,8.083333333333334,12.0,49.0,2.0,26.0,0.13636363636363624
577,Julie y va souvent appel kan tu y sera et je ferai de même bonne soiree,5.0,5.0,7.0,2.2666666666666666,2.595555555555556,15.0,0.0,1.0,16.0,Julie y va souvent appelle quand tu y seras et je ferai de même bonne soiree,5.0,5.0,7.0,2.466666666666667,3.315555555555555,15.0,0.0,1.0,16.0,Julie y va souvent appelle quand tu y seras et je ferai de même bonne soirée,5.0,5.0,7.0,2.533333333333333,3.448888888888889,15.0,0.0,1.0,16.0,0.2666666666666666
578,Australian a 22h30 ! Veux tu passer ?,3.0,2.5,3.0,2.0,0.6666666666666666,3.0,0.0,2.0,8.0,Australian à 22h30 ! Veux-tu passer ?,3.0,2.5,4.0,2.2857142857142856,1.0612244897959184,3.5,0.25,2.0,9.0,Australian à 22h30 ! Veux-tu passer ?,3.0,2.5,4.0,2.2857142857142856,1.0612244897959184,3.5,0.25,2.0,9.0,1.2857142857142856
579,Merci bisous et à trés bientot!:-*,4.0,4.0,5.0,2.111111111111111,1.6543209876543208,9.0,0.0,1.0,10.0,Merci bisous et à très bientôt ! :-*,4.0,3.0,6.0,2.375,2.984375,4.0,4.0,2.0,10.0,Merci bisous et à très bientôt ! :-*,4.0,3.0,6.0,2.375,2.984375,4.0,4.0,2.0,10.0,2.263888888888889
580,Pour l instant j vais m reposer et aprés on verra....<ADR_20> c notre adresse...à qd tu veux!lol,6.0,6.0,16.0,2.689655172413793,7.938168846611178,29.0,0.0,1.0,30.0,Pour l'instant je vais me reposer et après on verra… <ADR_20> c'est notre adresse…à quand tu veux ! lol,4.0,2.6666666666666665,7.0,3.0,3.52,8.333333333333334,34.88888888888889,3.0,28.0,Pour l'instant je vais me reposer et après on verra....<ADR_20> c'est notre adresse... à quand tu veux ! lol,5.0,3.0,18.0,2.7666666666666666,11.045555555555557,10.0,130.66666666666666,3.0,33.0,15.310344827586206
581,Cette semaine j passe irm scanner et ponction de la moelle j ai recup mais j ss vite fatigué je n reprendrai pas à 7...j ai trop donné et toi t ou?,6.0,6.0,33.0,3.8055555555555554,35.378858024691354,36.0,0.0,1.0,37.0,Cette semaine je passe IRM scanner et ponction de la moelle j'ai récupéré mais je suis vite fatigué je ne reprendrai pas à 7... j'ai trop donné et toi t'es où ?,5.0,4.0,11.0,2.923076923076923,5.763313609467455,19.5,72.25,2.0,41.0,Cette semaine je passe IRM scanner et ponction de la moelle j'ai récupéré mais je suis vite fatigué je ne reprendrai pas à 7... j'ai trop donné et toi tu es où?,5.0,4.0,11.0,2.8157894736842106,5.46606648199446,19.0,81.0,2.0,40.0,24.989766081871345
582,Coucou! Tu vas bien? Alors qu'ont donné tes résultats? Moi j'ai repris la fac cette semaine... Désolée pr l'instant g pas trouvé de moment pr passer! Quels jours t libre toi? T tjs en arret ou pas? Bisous a bientot!,4.0,3.0,7.0,2.0208333333333335,1.6453993055555554,6.0,13.25,8.0,56.0,Coucou ! Tu vas bien ? Alors qu'ont donné tes résultats ? Moi j'ai repris la faculté cette semaine... Désolée pour l'instant j'ai pas trouvé de moment pour passer ! Quels jours t'es libre toi ? T'es toujours en arrêt ou pas ? Bisous à bientôt !,4.0,3.125,9.0,2.2222222222222223,2.432098765432099,6.75,16.6875,8.0,62.0,Coucou ! Tu vas bien ? Alors qu'ont donné tes résultats ? Moi j'ai repris la fac cette semaine... Désolée pour l'instant j'ai pas trouvé de moment pour passer ! Quels jours tu es libre toi ? Tu es toujours en arrêt ou pas ? Bisous à bientôt !,4.0,3.125,9.0,2.1923076923076925,2.46301775147929,6.5,16.5,8.0,60.0,2.201388888888889
583,Oui c bon,3.0,3.0,2.0,1.5,0.25,2.0,0.0,1.0,3.0,Oui c'est bon,2.0,2.0,4.0,2.5,1.25,4.0,0.0,1.0,5.0,Oui c'est bon,2.0,2.0,4.0,2.5,1.25,4.0,0.0,1.0,5.0,4.0
584,Re Julie nou on va manger juste tous les deux on vient te chercher chez toi vers 8h20 ca te va? Histoire quon y soit pr louverture ;) dhabitude on mange ensemble laba avant daller patiner mais ya pas assez de monde on sera 4 ^^''',6.0,5.5,17.0,3.52,15.329600000000001,25.0,16.0,2.0,52.0,Re Julie nous on va manger juste tous les deux on vient te chercher chez toi vers 8h20 ça te va ? Histoire qu'on y soit pour l'ouverture ;) d'habitude on mange ensemble là-bas avant d'aller patiner mais y'a pas assez de monde on sera 4 ^^''',6.0,5.5,21.0,3.903225806451613,21.474505723205,31.0,100.0,2.0,64.0,Re Julie nous on va manger juste tous les deux on vient te chercher chez toi vers 8h20 ça te va? Histoire qu'on y soit pour l'ouverture ;) d'habitude on mange ensemble là-bas avant d'aller patiner mais il y a pas assez de monde on sera 4 ^^''',6.0,5.5,21.0,3.935483870967742,21.4474505723205,31.0,100.0,2.0,64.0,4.415483870967742
585,"Je veux bien, chopes son mail si possible ! c'est noté pour les clopes ! Je rentre chez moi la, et apres youhou road trip",4.0,3.6666666666666665,5.0,2.1538461538461537,1.3609467455621302,8.666666666666666,1.5555555555555556,3.0,29.0,"Je veux bien, chope son mail si possible ! c'est noté pour les clopes ! Je rentre chez moi là, et après youhou road trip",4.0,3.6666666666666665,8.0,2.269230769230769,2.3505917159763317,8.666666666666666,1.5555555555555556,3.0,29.0,"Je veux bien, chope son mail si possible ! c'est noté pour les clopes ! Je rentre chez moi là, et après youhou road trip",4.0,3.6666666666666665,8.0,2.269230769230769,2.3505917159763317,8.666666666666666,1.5555555555555556,3.0,29.0,3.1153846153846154
586,Alors cet oral ?,2.0,2.0,2.0,1.3333333333333333,0.2222222222222222,3.0,0.0,1.0,4.0,Alors cet oral ?,2.0,2.0,2.0,1.3333333333333333,0.2222222222222222,3.0,0.0,1.0,4.0,Alors cet oral ?,2.0,2.0,2.0,1.3333333333333333,0.2222222222222222,3.0,0.0,1.0,4.0,0.0
587,"Grave ! On a prévu un weekend vieux ! Bronzette, bonne bouffe, vélo ! Trop chouette !",4.0,2.75,6.0,1.9333333333333333,1.9288888888888889,3.75,5.1875,4.0,19.0,"Grave ! On a prévu un week-end vieux ! Bronzette, bonne bouffe, vélo ! Trop chouette !",4.0,2.75,6.0,2.1176470588235294,2.692041522491349,4.25,8.1875,4.0,21.0,"Grave ! On a prévu un week-end vieux ! Bronzette, bonne bouffe, vélo ! Trop chouette !",4.0,2.75,6.0,2.1176470588235294,2.692041522491349,4.25,8.1875,4.0,21.0,0.1843137254901961
588,La semaine prochaine la semaine prochaine... ^^,4.0,3.0,3.0,1.5555555555555556,0.6913580246913581,4.5,12.25,2.0,11.0,La semaine prochaine la semaine prochaine... ^^,4.0,3.0,3.0,1.5555555555555556,0.6913580246913581,4.5,12.25,2.0,11.0,La semaine prochaine la semaine prochaine... ^^,4.0,3.0,3.0,1.5555555555555556,0.6913580246913581,4.5,12.25,2.0,11.0,0.0
589,Pas aussi tranquille que les miens! XD je suis toujours en peignoire.,3.0,3.0,4.0,2.0833333333333335,1.2430555555555556,6.0,0.0,2.0,14.0,Pas aussi tranquille que les miens ! XD je suis toujours en peignoir.,3.0,3.0,4.0,2.0833333333333335,1.2430555555555556,6.0,0.0,2.0,14.0,Pas aussi tranquille que les miens ! XD je suis toujours en peignoir.,3.0,3.0,4.0,2.0833333333333335,1.2430555555555556,6.0,0.0,2.0,14.0,0.0
590,"Bon ben on est en trin de preparer a manger donc a mon avis on sera pas prets a 8h20 lol on te tien o couran ;)
prend un pull deux paires de chosettes hautes et des gants et une bouteille, et 4,20 euros avec ta carte etudiant dommage torai eu le pass'agglo torai payé 50 ct moind cher encore ^^
a tte!",8.0,8.0,67.0,5.271428571428571,84.31204081632654,70.0,0.0,1.0,71.0,"Bon ben on est en train de préparer à manger donc à mon avis on sera pas prêt à 8h20 lol on te tient au courant prends un pull deux paires de chaussettes hautes et des gants et une bouteille, et 4,20 euros avec ta carte étudiant dommage t'aurais eu le pass'agglo t'aurais payé 50 centimes moins cher encore ^^ à toute !",9.0,9.0,69.0,4.638888888888889,85.23070987654322,72.0,0.0,1.0,73.0,"Bon ben on est en train de préparer à manger donc à mon avis on sera pas prêts à 8h20 lol on te tient au courant ;)
prends un pull deux paires de chaussettes hautes et des gants et une bouteille, et 4,20 euros avec ta carte étudiant dommage t'aurais eu le Pass'Agglo t'aurais payé 50 centimes moins cher encore ^^
À toute!",8.0,8.0,71.0,5.662162162162162,104.49397370343317,74.0,0.0,1.0,75.0,6.023273273273273
591,Tkt je t'aime :),2.0,2.0,4.0,2.1666666666666665,1.1388888888888888,6.0,0.0,1.0,7.0,T'inquiète je t'aime :),3.0,3.0,4.0,2.0,1.0,8.0,0.0,1.0,9.0,T'inquiète je t'aime :),3.0,3.0,4.0,2.0,1.0,8.0,0.0,1.0,9.0,1.1666666666666665
592,Ten es ou au fait?,4.0,4.0,5.0,2.0,2.4,5.0,0.0,1.0,6.0,T'en es où au fait ?,2.0,2.0,4.0,2.2857142857142856,1.0612244897959184,7.0,0.0,1.0,8.0,Tu en es où au fait ?,2.0,2.0,3.0,2.0,0.6666666666666666,6.0,0.0,1.0,7.0,4.285714285714286
593,Ok pas de pbm nou dan dix minutes on a fini normalement ;),4.0,4.0,10.0,3.6153846153846154,9.775147928994084,13.0,0.0,1.0,14.0,OK pas de problème nous dans dix minutes on a fini normalement,4.0,4.0,10.0,3.4545454545454546,10.066115702479339,11.0,0.0,1.0,12.0,O.K. pas de problème nous dans dix minutes on a fini normalement ;),4.0,3.5,9.0,2.6666666666666665,5.422222222222222,7.5,20.25,2.0,17.0,2.948717948717949
594,Coucou,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Coucou,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Coucou,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
595,Ok pas de pb ! À tte bsx,4.0,3.0,2.0,1.1666666666666667,0.13888888888888887,3.0,1.0,2.0,8.0,OK pas de pb ! À toute bisous,4.0,3.0,3.0,1.6666666666666667,0.5555555555555556,3.0,1.0,2.0,8.0,O.K. pas de problème ! À toute bisous,3.0,2.6666666666666665,3.0,1.875,0.609375,2.6666666666666665,0.22222222222222224,3.0,11.0,3.708333333333333
596,"bonjour Paul, oui ca va. é toi? bocou d batos? merci pour l no j l ai stocké. à tt à lheure!Paul",4.0,3.4,8.0,2.25,2.7708333333333335,4.8,4.5600000000000005,5.0,29.0,"Bonjour Paul, oui ça va. Et toi ? beaucoup de bateaux ? merci pour le numéro je l'ai stocké. À tout à l'heure ! Paul",4.0,2.8333333333333335,9.0,2.6153846153846154,3.9289940828402368,4.333333333333333,8.888888888888888,6.0,32.0,"bonjour Paul, oui ça va. et toi ? beaucoup de bateaux ? merci pour le numéro je l'ai stocké. à tout à l'heure ! Paul",4.0,2.8333333333333335,9.0,2.423076923076923,3.5517751479289936,4.333333333333333,8.888888888888888,6.0,32.0,2.3653846153846154
597,si y en a un,2.0,2.0,3.0,1.75,0.6875,4.0,0.0,1.0,5.0,Si il y en a un,2.0,2.0,4.0,2.2,1.3599999999999999,5.0,0.0,1.0,6.0,si il y en a un,2.0,2.0,4.0,2.2,1.3599999999999999,5.0,0.0,1.0,6.0,1.4500000000000002
598,Merci pr le retour de mtpl bisous,4.0,4.0,3.0,2.0,0.6666666666666666,6.0,0.0,1.0,7.0,Merci pour le retour de Montpellier bisous,4.0,4.0,6.0,2.5,2.9166666666666665,6.0,0.0,1.0,7.0,Merci pour le retour de Montpellier bisous,4.0,4.0,6.0,2.5,2.9166666666666665,6.0,0.0,1.0,7.0,3.5
599,Bonne soirée a toi et a plus,4.0,4.0,2.0,1.3333333333333333,0.22222222222222224,6.0,0.0,1.0,7.0,Bonne soirée à toi et à plus,4.0,4.0,3.0,1.6666666666666667,0.5555555555555556,6.0,0.0,1.0,7.0,Bonne soirée à toi et à plus,4.0,4.0,3.0,1.6666666666666667,0.5555555555555556,6.0,0.0,1.0,7.0,1.3333333333333335
600,"C'est bon Claire est en mode trop <3, il m'a acheté du mont blanc pistache ! A bientot copine !! Je languis de faire un trip avec toi",6.0,4.0,19.0,2.71875,11.1396484375,10.666666666666666,54.888888888888886,3.0,35.0,"C'est bon Claire est en mode trop <3, il m'a acheté du Mont Blanc pistache ! A bientôt copine !! Je languis de faire un trip avec toi",6.0,4.0,19.0,2.75,11.0625,10.666666666666666,54.888888888888886,3.0,35.0,"C'est bon Claire est en mode trop <3, il m'a acheté du Mont Blanc pistache ! À bientôt copine !! Je languis de faire un trip avec toi",6.0,4.333333333333333,19.0,2.71875,11.1396484375,10.666666666666666,54.888888888888886,3.0,35.0,0.03125
601,Alors comment ça c passe ?,2.0,2.0,4.0,2.2,1.3599999999999999,5.0,0.0,1.0,6.0,Alors comment ça s'est passé ?,2.0,2.0,6.0,3.142857142857143,3.2653061224489797,7.0,0.0,1.0,8.0,Alors comment ça s'est passé ?,2.0,2.0,6.0,3.142857142857143,3.2653061224489797,7.0,0.0,1.0,8.0,2.9428571428571426
602,Ten es ou? Nou on par biento de chez <SUR_5> on va etre en retar...,5.0,4.0,10.0,2.5789473684210527,6.8753462603878095,9.5,42.25,2.0,21.0,T'en es où ? Nous on part bientôt de chez <SUR_5> on va être en retard...,6.0,4.0,8.0,2.0,2.9523809523809526,10.5,30.25,2.0,23.0,Tu en es où? Nous on part bientôt de chez <SUR_5> on va être en retard...,6.0,4.0,8.0,1.9,2.8899999999999997,10.0,36.0,2.0,22.0,3.6789473684210527
603,Ok tkt ça me dérangeait pas !! Gros bisous magiques ma belle <3,4.0,3.5,4.0,1.8461538461538463,1.3609467455621302,6.5,0.25,2.0,15.0,OK t'inquiète ça me dérangeait pas !! Gros bisous magiques ma belle <3,4.0,4.0,6.0,1.9333333333333333,2.0622222222222226,7.5,2.25,2.0,17.0,O.K. t'inquiète ça me dérangeait pas !! Gros bisous magiques ma belle <3,4.0,3.3333333333333335,5.0,1.8823529411764706,1.5155709342560555,5.666666666666667,4.222222222222222,3.0,20.0,3.087179487179487
604,Oui je sais je reste motivée tkt pas ! :D,4.0,3.0,6.0,1.8888888888888888,2.320987654320987,4.5,12.25,2.0,11.0,Oui je sais je reste motivée t'inquiète pas ! :D,5.0,3.5,8.0,2.272727272727273,4.198347107438016,5.5,20.25,2.0,13.0,Oui je sais je reste motivée t'inquiète pas ! :D,5.0,3.5,8.0,2.272727272727273,4.198347107438016,5.5,20.25,2.0,13.0,3.383838383838384
605,ça c'est sur tkt c'est largement jouable ne te panique pas,4.0,4.0,9.0,2.7857142857142856,5.454081632653062,14.0,0.0,1.0,15.0,ça c'est sûr t'inquiète c'est largement jouable ne te panique pas,5.0,5.0,9.0,2.625,3.734375,16.0,0.0,1.0,17.0,ça c'est sûr t'inquiète c'est largement jouable ne te panique pas,5.0,5.0,9.0,2.625,3.734375,16.0,0.0,1.0,17.0,1.1607142857142856
606,Merci bcp ma puce ! À bientôt gros bisous <3,3.0,3.0,4.0,1.6666666666666667,1.111111111111111,4.5,0.25,2.0,11.0,Merci beaucoup ma puce ! À bientôt gros bisous <3,3.0,3.0,4.0,1.6666666666666667,1.111111111111111,4.5,0.25,2.0,11.0,Merci beaucoup ma puce ! À bientôt gros bisous <3,3.0,3.0,4.0,1.6666666666666667,1.111111111111111,4.5,0.25,2.0,11.0,0.0
607,Pas grave tkt pas ! Bonne nuit bisous <3,4.0,3.5,3.0,1.25,0.4375,4.0,0.0,2.0,10.0,Pas grave t'inquiète pas ! Bonne nuit bisous <3,4.0,3.5,5.0,1.7,1.6099999999999999,5.0,1.0,2.0,12.0,Pas grave t'inquiète pas ! Bonne nuit bisous <3,4.0,3.5,5.0,1.7,1.6099999999999999,5.0,1.0,2.0,12.0,2.45
608,Oui fin d'aprèm s'il faut tkt,4.0,4.0,4.0,2.0,1.1111111111111112,9.0,0.0,1.0,10.0,Oui fin d'après-midi s'il faut t'inquiète,4.0,4.0,9.0,2.923076923076923,6.071005917159762,13.0,0.0,1.0,14.0,Oui fin d'après-midi s'il faut t'inquiète,4.0,4.0,9.0,2.923076923076923,6.071005917159762,13.0,0.0,1.0,14.0,5.923076923076923
609,Ma mère va partir tu es chez toi pr qu elle me dépose ?,4.0,4.0,11.0,2.923076923076923,8.224852071005916,13.0,0.0,1.0,14.0,Ma mère va partir tu es chez toi pour qu'elle me dépose ?,4.0,4.0,12.0,3.2142857142857144,9.739795918367346,14.0,0.0,1.0,15.0,Ma mère va partir tu es chez toi pour qu'elle me dépose ?,4.0,4.0,12.0,3.2142857142857144,9.739795918367346,14.0,0.0,1.0,15.0,1.2912087912087915
610,"Coucou! C tjrs ok pr rdv demain 10h au parking tournant? Si changement de programme, fais moi signe! Bonne soirée, bisous",4.0,3.25,8.0,2.3181818181818183,3.5805785123966944,5.5,13.25,4.0,26.0,"Coucou ! C'est toujours OK pour rendez-vous demain 10h au parking tournant ? Si changement de programme, fais-moi signe ! Bonne soirée, bisous",4.0,3.25,10.0,2.5555555555555554,4.6913580246913575,6.75,26.1875,4.0,31.0,"Coucou ! C'est toujours O.K. pour rendez-vous demain 10h au parking tournant ? Si changement de programme, fais-moi signe ! Bonne soirée, bisous",4.0,3.0,8.0,2.3793103448275863,3.476813317479191,5.8,10.559999999999999,5.0,34.0,3.237373737373737
