sms_id,SMS_texte,SMS_profondeur_arbre_max,SMS_profondeur_arbre_moy,SMS_distance_dependance_max,SMS_distance_dependance_moy,SMS_distance_dependance_var,SMS_nb_dependances_moy_phrase,SMS_nb_dependances_var_phrase,SMS_nb_phrases,SMS_nb_tokens,Transcodage_1_texte,Transcodage_1_profondeur_arbre_max,Transcodage_1_profondeur_arbre_moy,Transcodage_1_distance_dependance_max,Transcodage_1_distance_dependance_moy,Transcodage_1_distance_dependance_var,Transcodage_1_nb_dependances_moy_phrase,Transcodage_1_nb_dependances_var_phrase,Transcodage_1_nb_phrases,Transcodage_1_nb_tokens,Transcodage_2_texte,Transcodage_2_profondeur_arbre_max,Transcodage_2_profondeur_arbre_moy,Transcodage_2_distance_dependance_max,Transcodage_2_distance_dependance_moy,Transcodage_2_distance_dependance_var,Transcodage_2_nb_dependances_moy_phrase,Transcodage_2_nb_dependances_var_phrase,Transcodage_2_nb_phrases,Transcodage_2_nb_tokens,divergence_score
1,"Hey ca va?
Alors cette rentree?
Va falloir se trouver un p'tit creneau pour se voir!
Dis moi, est-ce que tu sais quand commence les cours de langue non specialiste?
Bisoux",6.0,3.2,14.0,2.7714285714285714,9.433469387755101,7.0,41.2,5.0,40.0,"Hey ça va ?
Alors cette rentrée ?
Va falloir se trouver un petit créneau pour se voir !
Dis-moi, est-ce que tu sais quand commencent les cours de langue non spécialiste ?
Bisous",6.0,3.2,14.0,2.6470588235294117,7.757785467128027,6.8,42.160000000000004,5.0,39.0,"Hey ça va ?
Alors cette rentrée ?
Va falloir se trouver un petit créneau pour se voir !
Dis-moi, est-ce que tu sais quand commencent les cours de langue non spécialiste ?
Bisous",6.0,3.2,14.0,2.6470588235294117,7.757785467128027,6.8,42.160000000000004,5.0,39.0,0.12436974789915967
2,"Ok super merci! Oui j'y comprends rien du tout moi a cette fac :p

J'irai me renseigner aussi ( si j'trouve le batiment :) )
Merci encore!

Bonne soiree bisoux!",7.0,4.0,16.0,3.1052631578947367,13.620498614958448,12.666666666666666,186.8888888888889,3.0,41.0,"OK super merci ! Oui j'y comprends rien du tout moi à cette fac :p

J'irai me renseigner aussi (si je trouve le bâtiment :) )
Merci encore !

Bonne soirée bisous !",7.0,4.0,16.0,2.945945945945946,12.807888970051133,12.333333333333334,174.2222222222222,3.0,40.0,"O.K. super merci ! Oui j'y comprends rien du tout moi à cette fac :p

J'irai me renseigner aussi (si je trouve le bâtiment :) )
Merci encore !

Bonne soirée bisous !",7.0,3.5,16.0,2.8974358974358974,12.245890861275477,9.75,150.6875,4.0,43.0,1.2078272604588394
3,"Coucou !
C'est quand la feria de Nimes?
J'suis pas bien sure de la faire mais pourquoi pas!
Sinon oui, j'profite de ma derniere semaine de vacance!
Bon courage!
Bisoux",4.0,2.6666666666666665,7.0,2.4857142857142858,2.821224489795919,5.833333333333333,25.472222222222218,6.0,41.0,"Coucou !  
C'est quand la feria de Nîmes ?  
Je suis pas bien sûre de la faire mais pourquoi pas !  
Sinon oui, je profite de ma dernière semaine de vacances !  
Bon courage !  
Bisous",4.0,2.6666666666666665,7.0,2.3636363636363638,2.59504132231405,5.5,21.583333333333332,6.0,39.0,"Coucou !  
C'est quand la féria de Nîmes ?  
Je suis pas bien sûre de la faire mais pourquoi pas !  
Sinon oui, je profite de ma dernière semaine de vacances !  
Bon courage !  
Bisous",4.0,2.6666666666666665,7.0,2.3636363636363638,2.59504132231405,5.5,21.583333333333332,6.0,39.0,0.12207792207792201
4,"Coucou :)
Oui ca c'est bien passe!
Alors je sais pas du tout pour jeudi soir... Non pas que je veuille pas mais je suis pas sure d'etre sur Montpel. J'y serai de sur qu'a partir de lundi prochain car je commence les cours...",6.0,4.25,10.0,2.807017543859649,5.524161280393967,14.25,16.1875,4.0,61.0,"Coucou :)  
Oui ça s'est bien passé !  
Alors je sais pas du tout pour jeudi soir… Non pas que je veuille pas mais je suis pas sûre d'être sur Montpellier. J'y serai de sûre qu'à partir de lundi prochain car je commence les cours…",5.0,4.0,16.0,3.150943396226415,8.203631185475256,13.25,14.6875,4.0,57.0,"Coucou :)  
Oui ça s'est bien passé !  
Alors je sais pas du tout pour jeudi soir… Non pas que je veuille pas mais je suis pas sûre d'être sur Montpellier. J'y serai de sûre qu'à partir de lundi prochain car je commence les cours…",5.0,4.0,16.0,3.150943396226415,8.203631185475256,13.25,14.6875,4.0,57.0,7.343925852366766
5,On peut se rejoindre quelque part? Tu as cours ou ?,4.0,3.5,5.0,1.8,1.5600000000000003,5.0,1.0,2.0,12.0,On peut se rejoindre quelque part ? Tu as cours où ?,4.0,3.5,5.0,1.8,1.5600000000000003,5.0,1.0,2.0,12.0,On peut se rejoindre quelque part ? Tu as cours où ?,4.0,3.5,5.0,1.8,1.5600000000000003,5.0,1.0,2.0,12.0,0.0
6,"Encore moi... J'te harcele, oui oui et j'assume :)
Juste j'te tiens au courant.
On sera 4. Toi, Thomas, Jean et moi a participer. On t'avance?",5.0,3.0,17.0,2.975,11.274375000000001,8.0,40.4,5.0,45.0,"Encore moi… Je te harcèle, oui oui et j'assume :)
Juste je te tiens au courant.  
On sera 4. Toi, Thomas, Jean et moi à participer. On t'avance ?",5.0,3.0,16.0,2.8055555555555554,10.878858024691358,7.2,34.96,5.0,41.0,"Encore moi… Je te harcèle, oui oui et j'assume :)
Juste je te tiens au courant.  
On sera 4. Toi, Thomas, Jean et moi à participer. On t'avance ?",5.0,3.0,16.0,2.8055555555555554,10.878858024691358,7.2,34.96,5.0,41.0,1.1694444444444447
7,"Dis, pour le premier midi on s'fait a manger de nous comme on avait fait y'a deux ans? Ou vous allez acheter des trucs pour le samedi midi?
Biisoux",6.0,3.6666666666666665,14.0,2.757575757575758,7.75941230486685,11.0,88.66666666666667,3.0,36.0,"Dis, pour le premier midi on se fait à manger de nous comme on avait fait y a deux ans ? Ou vous allez acheter des trucs pour le samedi midi ? Bisous",6.0,3.6666666666666665,13.0,2.6451612903225805,7.132154006243499,10.333333333333334,73.55555555555556,3.0,34.0,"Dis, pour le premier midi on se fait à manger de nous comme on avait fait il y a deux ans ? Ou vous allez acheter des trucs pour le samedi midi ? Bisous",6.0,3.6666666666666665,14.0,2.6875,7.58984375,10.666666666666666,80.8888888888889,3.0,35.0,1.1124144672531773
8,"Hey hey !
J'te souhaite un tres joyeux n'anniversaire! Profite bien de ta journee !

Le <SUR_4> te souhaite aussi un tres joyeux anniv' !

Bisoux",4.0,2.8,7.0,2.7241379310344827,3.785969084423305,5.8,20.96,5.0,34.0,"Hey hey !
Je te souhaite un très joyeux anniversaire ! Profite bien de ta journée !

Le <SUR_4> te souhaite aussi un très joyeux anniversaire !

Bisous",4.0,2.8,6.0,2.36,2.6304000000000003,5.0,14.8,5.0,30.0,"Hey hey !
Je te souhaite un très joyeux anniversaire ! Profite bien de ta journée !

Le <SUR_4> te souhaite aussi un très joyeux anniversaire !

Bisous",4.0,2.8,6.0,2.36,2.6304000000000003,5.0,14.8,5.0,30.0,1.3641379310344828
9,"Je suis desolee... J'avais pas vu l'heure et pas de portable sur moi...
Encore desolee...
Bisoux",4.0,2.75,7.0,2.0,1.76,6.25,35.1875,4.0,29.0,"Je suis désolée… J'avais pas vu l'heure et pas de portable sur moi…  
Encore désolée…  
Bisous",4.0,2.25,10.0,2.526315789473684,5.1966759002770075,4.75,29.6875,4.0,23.0,"Je suis désolée… J'avais pas vu l'heure et pas de portable sur moi…  
Encore désolée…  
Bisous",4.0,2.25,10.0,2.526315789473684,5.1966759002770075,4.75,29.6875,4.0,23.0,3.526315789473684
10,"Ah d'accord.
Ca me fait vraiment plaisir. Merci d'avoir pense a moi!
Je vous fait des Bisous a vous tous!",4.0,3.0,7.0,2.125,2.4427083333333335,6.0,2.5,4.0,28.0,"Ah d'accord.
Ça me fait vraiment plaisir. Merci d'avoir pensé à moi !
Je vous fais des bisous à vous tous !",4.0,3.0,7.0,2.125,2.4427083333333335,6.0,2.5,4.0,28.0,"Ah d'accord.
Ça me fait vraiment plaisir. Merci d'avoir pensé à moi !
Je vous fais des bisous à vous tous !",4.0,3.0,7.0,2.125,2.4427083333333335,6.0,2.5,4.0,28.0,0.0
11,"Histoire d'etre sure certaine !
Demain je commence a 7h30 c'est ca?
Bisoux",3.0,2.3333333333333335,7.0,2.8,3.893333333333333,5.0,14.0,3.0,18.0,"Histoire d'être sûre certaine !
Demain je commence à 7h30 c'est ça ?
Bisous",3.0,2.3333333333333335,7.0,2.8,3.893333333333333,5.0,14.0,3.0,18.0,"Histoire d'être sûre certaine !
Demain je commence à 7h30 c'est ça ?
Bisous",3.0,2.3333333333333335,7.0,2.8,3.893333333333333,5.0,14.0,3.0,18.0,0.0
12,Ca y est le truc d'sms commence mdr mon <SUR_5>,4.0,4.0,8.0,3.076923076923077,5.609467455621303,13.0,0.0,1.0,14.0,Ça y est le truc de SMS commence mort de rire mon <SUR_5>,4.0,4.0,7.0,2.642857142857143,3.9438775510204076,14.0,0.0,1.0,15.0,Ça y est le truc de SMS commence mort de rire mon <SUR_5>,4.0,4.0,7.0,2.642857142857143,3.9438775510204076,14.0,0.0,1.0,15.0,1.4340659340659343
13,"Coucou! T'es pas la alors ce weekend? Et es-ce que tu sais si tes parents font quelque chose ce weekend? Parce qu'il y a la journée du patrimoine et plein de monument gratuit, et comme je suis seule, je me serai bien greffée ! Lol",5.0,3.2,26.0,3.4705882352941178,22.36678200692042,10.2,99.75999999999999,5.0,56.0,"Coucou! Tu es pas là alors ce week-end ? Et est-ce que tu sais si tes parents font quelque chose ce week-end ? Parce qu'il y a la journée du patrimoine et plein de monuments gratuits, et comme je suis seule, je me serais bien greffée ! Lol",5.0,3.4,26.0,3.611111111111111,23.311728395061728,10.8,103.36000000000001,5.0,59.0,"Coucou! T'es pas là alors ce week-end ? Et est-ce que tu sais si tes parents font quelque chose ce week-end ? Parce qu'il y a la journée du patrimoine et plein de monuments gratuits, et comme je suis seule, je me serais bien greffée ! Lol",5.0,3.2,26.0,3.581818181818182,22.497851239669423,11.0,102.8,5.0,60.0,0.1405228758169934
14,Ca y est ca y est! J'ai rempli tout un truc ce matin pour pouvoir avoir le numero etc,5.0,4.0,7.0,2.2,2.4599999999999995,10.0,16.0,2.0,22.0,Ça y est ça y est ! J'ai rempli tout un truc ce matin pour pouvoir avoir le numéro etc,5.0,4.0,7.0,2.2,2.4599999999999995,10.0,16.0,2.0,22.0,Ça y est ça y est ! J'ai rempli tout un truc ce matin pour pouvoir avoir le numéro etc.,5.0,4.0,12.0,2.6666666666666665,6.6984126984126995,10.5,20.25,2.0,23.0,5.466666666666667
15,Ha oui et au fait j'ai mis un bulletin a ton nom et num pour gagner une paire de chaussures lol jtexpliquerai !,7.0,7.0,16.0,3.4166666666666665,12.659722222222223,24.0,0.0,1.0,25.0,Ha oui et au fait j'ai mis un bulletin à ton nom et numéro pour gagner une paire de chaussures lol je t'expliquerai !,6.0,6.0,19.0,3.5925925925925926,16.90809327846365,27.0,0.0,1.0,28.0,Ah oui et au fait j'ai mis un bulletin à ton nom et numéro pour gagner une paire de chaussures lol je t'expliquerai !,6.0,6.0,19.0,3.5925925925925926,16.90809327846365,27.0,0.0,1.0,28.0,4.175925925925926
16,Haha merci beaucoup :). Tout se passe bien dans..ma chambre u! Lol. il fait une chaleur pas possible ici! J'espere que tout va bien toi <3,4.0,3.4,8.0,2.25,3.1875,6.4,10.239999999999998,5.0,37.0,Ha ha merci beaucoup :). Tout se passe bien dans…ma chambre universitaire ! Lol. Il fait une chaleur pas possible ici ! J'espère que tout va bien toi <3,4.0,3.2,7.0,2.15625,2.5068359375,6.4,8.639999999999999,5.0,37.0,Ha ha merci beaucoup :). Tout se passe bien dans… ma chambre universitaire ! Lol. Il fait une chaleur pas possible ici ! J'espère que tout va bien toi <3,4.0,2.8333333333333335,6.0,1.903225806451613,1.5067637877211237,5.166666666666667,6.805555555555556,6.0,37.0,3.346774193548387
17,Oh trop mignon mon bbé<3 jsuis au travaiiiil la,4.0,4.0,9.0,2.9,7.489999999999999,10.0,0.0,1.0,11.0,Oh trop mignon mon bébé <3 je suis au travail là,3.0,3.0,8.0,2.8181818181818183,5.0578512396694215,11.0,0.0,1.0,12.0,Oh trop mignon mon bébé <3 je suis au travail là,3.0,3.0,8.0,2.8181818181818183,5.0578512396694215,11.0,0.0,1.0,12.0,2.0818181818181816
18,Penseea moi aujourdhhui! Lec mec qui saime pas trop,4.0,3.0,3.0,1.625,0.484375,4.0,1.0,2.0,10.0,Pensez à moi aujourd'hui ! Le mec qui s'aime pas trop,3.0,3.0,6.0,2.4615384615384617,2.5562130177514795,6.5,0.25,2.0,15.0,Pensez à moi aujourd'hui ! Le mec qui s'aime pas trop,3.0,3.0,6.0,2.4615384615384617,2.5562130177514795,6.5,0.25,2.0,15.0,4.836538461538462
19,"Bon alors jvais etre serieuse  un ptit moment ..  On se connais pas depuis longtemps cest le moins quon puisse dire mais je taime déjà beaucoup et ca me touche enormement que tu me confit des choses comme ca , donc a lavenir jveux que tu sache que petetre que je ne suis pas la personne ideal pour ca , surment quil ya des gens beaucoup mieu placer que moi pour te comprendre et ben je peux essaye et pyis meme si je ny arriverai surment pas toujours .. Bah quand on est triste et qu'on se sent seule , c'est bon de savoir quune personne est la pour toi , juste pour toi <3. Bonne nuit dors bien choux je taime ( oui parce que en plus detre tactile je suis super affective avec les gens *quelle plait cette Jean ;)* )",7.0,5.75,78.0,5.693333333333333,106.5192888888889,37.5,679.25,4.0,154.0,"Bon alors je vais être sérieuse un petit moment.. On se connaît pas depuis longtemps c'est le moins qu'on puisse dire mais je t'aime déjà beaucoup et ça me touche énormément que tu me confies des choses comme ça, donc à l'avenir je veux que tu saches que peut-être que je ne suis pas la personne idéale pour ça, sûrement qu'il y a des gens beaucoup mieux placés que moi pour te comprendre et ben je peux essayer et puis même si je n'y arriverai sûrement pas toujours… Bah quand on est triste et qu'on se sent seule, c'est bon de savoir qu'une personne est là pour toi, juste pour toi <3. Bonne nuit dors bien chou je t'aime (oui parce qu'en plus d'être tactile je suis super affective avec les gens *quelle plaie cette Jean ;)* )",8.0,6.0,93.0,5.786127167630058,95.26639713989776,43.25,989.1875,4.0,177.0,"Bon alors je vais être sérieuse un petit moment.. On se connaît pas depuis longtemps c'est le moins qu'on puisse dire mais je t'aime déjà beaucoup et ça me touche énormément que tu me confies des choses comme ça, donc à l'avenir je veux que tu saches que peut-être que je ne suis pas la personne idéale pour ça, sûrement qu'il y a des gens beaucoup mieux placés que moi pour te comprendre et ben je peux essayer et puis même si je n'y arriverai sûrement pas toujours… Bah quand on est triste et qu'on se sent seule, c'est bon de savoir qu'une personne est là pour toi, juste pour toi <3. Bonne nuit dors bien chou je t'aime (oui parce qu'en plus d'être tactile je suis super affective avec les gens *quelle plaie cette Jean  ;)* )",8.0,6.0,93.0,5.786127167630058,95.26639713989776,43.25,989.1875,4.0,177.0,16.092793834296724
20,Héhé on va gagner lipad,3.0,3.0,2.0,1.25,0.1875,4.0,0.0,1.0,5.0,Hé hé on va gagner l'iPad,4.0,4.0,3.0,1.7142857142857142,0.7755102040816327,7.0,0.0,1.0,8.0,Hé hé on va gagner l'iPad,4.0,4.0,3.0,1.7142857142857142,0.7755102040816327,7.0,0.0,1.0,8.0,2.4642857142857144
21,"Mon cher et tendre filleul... Je m'engage a etre a tes coté tt au long de ta vie... A te soutenir ds tes moments difficiles et a partager tes bons moments, je souhaite etre la pr toi qd tu en auras besoin... Un soutien, un avis,une Amie...
Tu viens de rentrer ds ma famille et j'en suis fière, notre relation va s'epanouir quel bonheur!!!  <3 <3 <3 Sophie ta marraine ...",7.0,5.166666666666667,15.0,2.3854166666666665,5.528537326388889,16.0,54.666666666666664,6.0,102.0,"Mon cher et tendre filleul… Je m'engage à être à tes cotés tout au long de ta vie… À te soutenir dans tes moments difficiles et à partager tes bons moments, je souhaite être là pour toi quand tu en auras besoin… Un soutien, un avis, une Amie… Tu viens de rentrer dans ma famille et j'en suis fière, notre relation va s'épanouir quel bonheur !!! <3 <3 <3 Sophie ta marraine…",6.0,4.666666666666667,15.0,2.8372093023255816,8.485127095727421,14.333333333333334,60.555555555555564,6.0,92.0,"Mon cher et tendre filleul… Je m'engage à être à tes cotés tout au long de ta vie… À te soutenir dans tes moments difficiles et à partager tes bons moments, je souhaite être là pour toi quand tu en auras besoin… Un soutien, un avis, une Amie… Tu viens de rentrer dans ma famille et j'en suis fière, notre relation va s'épanouir quel bonheur !!! <3 <3 <3 Sophie ta marraine…",6.0,4.666666666666667,15.0,2.8372093023255816,8.485127095727421,14.333333333333334,60.555555555555564,6.0,92.0,1.451792635658915
22,Se soir tu m'apelle hein chou?,3.0,3.0,4.0,2.0,1.25,8.0,0.0,1.0,9.0,Ce soir tu m'appelles hein chou ?,3.0,3.0,4.0,2.0,1.25,8.0,0.0,1.0,9.0,Ce soir tu m'appelles hein chou ?,3.0,3.0,4.0,2.0,1.25,8.0,0.0,1.0,9.0,0.0
23,Ohhhhhh non   ! Héhé j'te texto en mode scred mon bbé<3,3.0,2.5,6.0,2.3846153846153846,2.698224852071005,6.5,20.25,2.0,15.0,Oh non ! Hé hé je t'envoie texto en mode scred mon bébé <3,3.0,2.5,7.0,2.466666666666667,3.8488888888888884,7.5,30.25,2.0,17.0,Oh non ! Hé hé je t'envoie texto en mode discret mon bébé <3,3.0,2.5,7.0,2.3333333333333335,3.9555555555555553,7.5,30.25,2.0,17.0,1.1333333333333333
24,Vasi lache moi :o Aller plus tard je taime gros zoubia toi !<3,5.0,5.0,8.0,2.2,3.8933333333333326,15.0,0.0,1.0,16.0,Vas-y lâche-moi :o Allez plus tard je t'aime gros bisous toi ! <3,5.0,3.5,18.0,3.4210526315789473,17.506925207756233,9.5,72.25,2.0,21.0,Vas-y lâche-moi :o Allez plus tard je t'aime gros bisou à toi ! <3,6.0,4.0,19.0,3.15,18.1275,10.0,81.0,2.0,22.0,14.221052631578948
25,"Des bisous, des bisous partout!",3.0,3.0,5.0,2.1666666666666665,2.138888888888889,6.0,0.0,1.0,7.0,"Des bisous, des bisous partout !",3.0,3.0,5.0,2.1666666666666665,2.138888888888889,6.0,0.0,1.0,7.0,"Des bisous, des bisous partout !",3.0,3.0,5.0,2.1666666666666665,2.138888888888889,6.0,0.0,1.0,7.0,0.0
26,Le plus svt possible je raterais peut etre 2 ou 3cours lol,3.0,3.0,6.0,2.3636363636363638,2.7768595041322315,11.0,0.0,1.0,12.0,Le plus souvent possible je raterai peut-être 2 ou 3 cours lol,4.0,4.0,8.0,2.769230769230769,4.946745562130177,13.0,0.0,1.0,14.0,Le plus souvent possible je raterai peut-être 2 ou 3 cours lol,4.0,4.0,8.0,2.769230769230769,4.946745562130177,13.0,0.0,1.0,14.0,3.4055944055944054
27,Ben sa va arrivé alors l'année derniere on avait un decalage aussi,4.0,4.0,8.0,2.1538461538461537,3.6686390532544384,13.0,0.0,1.0,14.0,Ben ça va arriver alors l'année dernière on avait un décalage aussi,4.0,4.0,8.0,2.5384615384615383,4.55621301775148,13.0,0.0,1.0,14.0,Ben ça va arriver alors l'année dernière on avait un décalage aussi,4.0,4.0,8.0,2.5384615384615383,4.55621301775148,13.0,0.0,1.0,14.0,0.3846153846153846
28,La j'ai fini je regarde le film,4.0,4.0,4.0,2.0,1.0,8.0,0.0,1.0,9.0,Là j'ai fini je regarde le film,4.0,4.0,4.0,2.0,1.0,8.0,0.0,1.0,9.0,Là j'ai fini je regarde le film,4.0,4.0,4.0,2.0,1.0,8.0,0.0,1.0,9.0,0.0
29,Coucou! Mon permis c'est bien passé sauf a un rond point ou j'ai un peu foiré :s donc on verra bien. Voila! Bisous a toute ta petite famille,5.0,3.0,19.0,3.46875,12.8740234375,8.0,99.0,4.0,36.0,Coucou ! Mon permis s'est bien passé sauf à un rond point ou j'ai un peu foiré :s donc on verra bien. Voila ! Bisous à toute ta petite famille,5.0,3.0,19.0,3.46875,12.8740234375,8.0,99.0,4.0,36.0,Coucou ! Mon permis s'est bien passé sauf à un rond point ou j'ai un peu foiré :s donc on verra bien. Voila ! Bisous à toute ta petite famille,5.0,3.0,19.0,3.46875,12.8740234375,8.0,99.0,4.0,36.0,0.0
30,Je suis vraiment desolée,2.0,2.0,3.0,2.0,0.6666666666666666,3.0,0.0,1.0,4.0,Je suis vraiment désolée,2.0,2.0,3.0,2.0,0.6666666666666666,3.0,0.0,1.0,4.0,Je suis vraiment désolée,2.0,2.0,3.0,2.0,0.6666666666666666,3.0,0.0,1.0,4.0,0.0
31,Pas de reponse ? J'ai cours dans pas longtemps. Je viendrais a 16h. Jespere que vous ne m'en voulez pas ..,3.0,3.0,10.0,3.2083333333333335,6.498263888888888,6.0,7.5,4.0,28.0,Pas de réponse ? J'ai cours dans pas longtemps. Je viendrai à 16h. J'espère que vous ne m'en voulez pas…,4.0,3.25,9.0,2.76,4.5824,6.25,9.6875,4.0,29.0,Pas de réponse ? J'ai cours dans pas longtemps. Je viendrai à 16h. J'espère que vous ne m'en voulez pas…,4.0,3.25,9.0,2.76,4.5824,6.25,9.6875,4.0,29.0,2.4483333333333337
32,"Je n'arrive pas à joindre Anne, je n'ai pas vu l'heure, et je me suis rendormie. J'aimerais ne venir qu'a 16h si possible .. Je suis vraiment fatiguée et j'enchaine les cours non stop jusqu'a <LIE_8>.ca vous derange ? Si oui j'arrive mais j'en ai pour au moins une demie heure ... Je suis vraiment desolee ...",5.0,4.6,21.0,3.341463414634146,13.88340273646639,16.4,43.839999999999996,5.0,87.0,"Je n'arrive pas à joindre Anne, je n'ai pas vu l'heure, et je me suis rendormie. J'aimerais ne venir qu'à 16h si possible.. Je suis vraiment fatiguée et j’enchaîne les cours non stop jusqu'à <LIE_8>. Ça vous dérange ? Si oui j'arrive mais j'en ai pour au moins une demi-heure... Je suis vraiment désolée...",6.0,4.333333333333333,21.0,3.158536585365854,9.962671029149316,13.666666666666666,54.888888888888886,6.0,88.0,"Je n'arrive pas à joindre Anne, je n'ai pas vu l'heure, et je me suis rendormie. J'aimerais ne venir qu'à 16h si possible.. Je suis vraiment fatiguée et j’enchaîne les cours non stop jusqu'à <LIE_8>. Ça vous dérange ? Si oui j'arrive mais j'en ai pour au moins une demi-heure... Je suis vraiment désolée...",6.0,4.333333333333333,21.0,3.158536585365854,9.962671029149316,13.666666666666666,54.888888888888886,6.0,88.0,2.1829268292682924
33,<TEL_10> texto Julie vite vite pour le casting getwild !!!,5.0,5.0,6.0,2.076923076923077,1.7633136094674557,13.0,0.0,1.0,14.0,<TEL_10> texto Julie vite vite pour le casting getwild !!!,5.0,5.0,6.0,2.076923076923077,1.7633136094674557,13.0,0.0,1.0,14.0,<TEL_10> texto Julie vite vite pour le casting Get Wild !!!,5.0,5.0,6.0,2.0714285714285716,1.7806122448979593,14.0,0.0,1.0,15.0,0.005494505494505475
34,Euh tu sais qd Claire a prévu de revenir ? J'ai pas son numéro...,4.0,4.0,7.0,1.8823529411764706,2.3391003460207607,8.5,0.25,2.0,19.0,Euh tu sais quand Claire a prévu de revenir ? J'ai pas son numéro...,4.0,4.0,7.0,2.0588235294117645,2.290657439446367,8.5,0.25,2.0,19.0,Euh tu sais quand Claire a prévu de revenir ? J'ai pas son numéro...,4.0,4.0,7.0,2.0588235294117645,2.290657439446367,8.5,0.25,2.0,19.0,0.17647058823529393
35,Non ça s'est bien passé ;-) . Moi je serai là vendredi t'inquiétes. Bisous,3.0,2.3333333333333335,6.0,2.6666666666666665,3.2222222222222223,6.0,18.666666666666668,3.0,21.0,Non ça s'est bien passé ;-) . Moi je serai là vendredi t'inquiète. Bisous,3.0,2.3333333333333335,6.0,2.6666666666666665,3.2222222222222223,6.0,18.666666666666668,3.0,21.0,Non ça s'est bien passé ;-) . Moi je serai là vendredi t'inquiète. Bisous,3.0,2.3333333333333335,6.0,2.6666666666666665,3.2222222222222223,6.0,18.666666666666668,3.0,21.0,0.0
36,Bonne nuit!,2.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,Bonne nuit !,2.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,Bonne nuit !,2.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0
37,Coucou! T'es tentée ce soir par une promenade? Bisous,3.0,2.0,6.0,2.4,2.8400000000000003,3.3333333333333335,16.22222222222222,3.0,13.0,Coucou! Tu es tentée ce soir pour une promenade ? Bisous,3.0,2.0,6.0,2.3333333333333335,3.111111111111111,3.0,12.666666666666666,3.0,12.0,Coucou! Tu es tentée ce soir pour une promenade ? Bisous,3.0,2.0,6.0,2.3333333333333335,3.111111111111111,3.0,12.666666666666666,3.0,12.0,0.06666666666666643
38,"Normalement c'est ok pour le weekend prochaine chez Thomas, je peux etre la :)",5.0,5.0,6.0,2.1176470588235294,1.750865051903114,17.0,0.0,1.0,18.0,"Normalement c'est O.K/ pour le week-end prochain chez Thomas, je peux être là :)",5.0,5.0,14.0,2.5,8.159090909090908,22.0,0.0,1.0,23.0,"Normalement c'est O.K. pour le week-end prochain chez Thomas, je peux être là :)",4.0,3.5,8.0,2.4285714285714284,3.482993197278912,10.5,12.25,2.0,23.0,10.382352941176471
39,Coucou! ça va? Balade vers 5h?,3.0,2.3333333333333335,3.0,1.5,0.5833333333333334,2.0,0.6666666666666666,3.0,9.0,Coucou! Ça va ? Balade vers 5h ?,3.0,2.3333333333333335,3.0,1.5,0.5833333333333334,2.0,0.6666666666666666,3.0,9.0,Coucou! Ça va ? Balade vers 5h ?,3.0,2.3333333333333335,3.0,1.5,0.5833333333333334,2.0,0.6666666666666666,3.0,9.0,0.0
40,Vers 6h30. Liste recopiee sur reseauetudiant...,5.0,3.5,2.0,1.25,0.1875,4.0,4.0,2.0,10.0,Vers 6h30. Liste recopiée sur réseau étudiant…,4.0,3.0,5.0,1.7142857142857142,1.9183673469387752,3.5,2.25,2.0,9.0,Vers 6h30. Liste recopiée sur réseau étudiant…,4.0,3.0,5.0,1.7142857142857142,1.9183673469387752,3.5,2.25,2.0,9.0,4.464285714285714
41,C'est sur la fac timone la liste a ete recopiee direct à Marseille,4.0,4.0,9.0,2.2142857142857144,4.168367346938775,14.0,0.0,1.0,15.0,C'est sur la fac Timone la liste a été recopiée directement à Marseille,5.0,5.0,6.0,2.0,1.8571428571428572,14.0,0.0,1.0,15.0,C'est sur la fac Timone la liste a été recopiée directement à Marseille,5.0,5.0,6.0,2.0,1.8571428571428572,14.0,0.0,1.0,15.0,4.214285714285714
42,C foutu oui,2.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,C'est foutu oui,2.0,2.0,3.0,1.75,0.6875,4.0,0.0,1.0,5.0,C'est foutu oui,2.0,2.0,3.0,1.75,0.6875,4.0,0.0,1.0,5.0,2.75
43,En plus tt fait maison avec les legumes du jardin!,4.0,4.0,7.0,2.2,3.3600000000000003,10.0,0.0,1.0,11.0,En plus tout fait maison avec les légumes du jardin !,4.0,4.0,7.0,2.2,3.3600000000000003,10.0,0.0,1.0,11.0,En plus tout fait maison avec les légumes du jardin !,4.0,4.0,7.0,2.2,3.3600000000000003,10.0,0.0,1.0,11.0,0.0
44,Non chez mon arriere grand mere juste a coté de chez mes grands parents ;),3.0,3.0,8.0,2.8666666666666667,3.448888888888888,15.0,0.0,1.0,16.0,Non chez mon arrière-grand-mère juste à coté de chez mes grands-parents ;),4.0,4.0,10.0,3.0,6.222222222222222,18.0,0.0,1.0,19.0,Non chez mon arrière-grand-mère juste à coté de chez mes grands-parents ;),4.0,4.0,10.0,3.0,6.222222222222222,18.0,0.0,1.0,19.0,3.1333333333333333
